1,6662,Razonamiento Verbal,RV,Operativo,A,36,36,1,1,36,36,1,1,36,36,1,1,36,36,1,1,36,36,1,1
1,6892,Razonamiento Verbal,RV,Operativo,D,35,35,2,2,35,35,2,2,35,35,2,2,35,35,2,2,35,35,2,2
1,6760,Razonamiento Verbal,RV,Operativo,B,34,34,3,3,34,34,3,3,34,34,3,3,34,34,3,3,34,34,3,3
1,7464,Razonamiento Verbal,RV,Operativo,D,33,33,4,4,33,33,4,4,33,33,4,4,33,33,4,4,33,33,4,4
1,7455,Razonamiento Verbal,RV,Operativo,A,32,32,5,5,32,32,5,5,32,32,5,5,32,32,5,5,32,32,5,5
1,6962,Razonamiento Verbal,RV,Operativo,D,31,31,6,6,31,31,6,6,31,31,6,6,31,31,6,6,31,31,6,6
1,7472,Razonamiento Verbal,RV,Operativo,A,30,30,7,7,30,30,7,7,30,30,7,7,30,30,7,7,30,30,7,7
1,6720,Razonamiento Verbal,RV,Operativo,A,29,29,8,8,29,29,8,8,29,29,8,8,29,29,8,8,29,29,8,8
1,6679,Razonamiento Verbal,RV,Operativo,A,28,28,9,9,28,28,9,9,28,28,9,9,28,28,9,9,28,28,9,9
1,6744,Razonamiento Verbal,RV,Operativo,C,27,27,10,10,27,27,10,10,27,27,10,10,27,27,10,10,27,27,10,10
1,6693,Razonamiento Verbal,RV,Operativo,B,,26,,11,,26,,11,,26,,11,,26,,11,,26,,11
1,6741,Razonamiento Verbal,RV,Operativo,C,25,25,12,12,25,25,12,12,25,25,12,12,25,25,12,12,25,25,12,12
1,6645,Razonamiento Verbal,RV,Operativo,C,24,24,13,13,24,24,13,13,24,24,13,13,24,24,13,13,24,24,13,13
1,7488,Razonamiento Verbal,RV,Operativo,D,23,23,14,14,23,23,14,14,23,23,14,14,23,23,14,14,23,23,14,14
1,6698,Razonamiento Verbal,RV,Operativo,B,22,22,15,15,22,22,15,15,22,22,15,15,22,22,15,15,22,22,15,15
1,6934,Razonamiento Verbal,RV,Operativo,D,21,21,16,16,21,21,16,16,21,21,16,16,21,21,16,16,21,21,16,16
1,6715,Razonamiento Verbal,RV,Operativo,D,20,20,17,17,20,20,17,17,20,20,17,17,20,20,17,17,20,20,17,17
1,7462,Razonamiento Verbal,RV,Operativo,A,19,19,18,18,19,19,18,18,19,19,18,18,19,19,18,18,19,19,18,18
1,7482,Razonamiento Verbal,RV,Operativo,C,17,18,20,19,17,18,20,19,17,18,20,19,17,18,20,19,17,18,20,19
1,6633,Razonamiento Verbal,RV,Operativo,D,16,17,21,20,16,17,21,20,16,17,21,20,16,17,21,20,16,17,21,20
1,6723,Razonamiento Verbal,RV,Operativo,C,,16,,21,,16,,21,,16,,21,,16,,21,,16,,21
1,6636,Razonamiento Verbal,RV,Operativo,C,15,15,22,22,15,15,22,22,15,15,22,22,15,15,22,22,15,15,22,22
1,6799,Razonamiento Verbal,RV,Operativo,D,,14,,23,,14,,23,,14,,23,,14,,23,,14,,23
1,6638,Razonamiento Verbal,RV,Operativo,D,14,13,23,24,14,13,23,24,14,13,23,24,14,13,23,24,14,13,23,24
1,6631,Razonamiento Verbal,RV,Operativo,C,12,12,25,25,12,12,25,25,12,12,25,25,12,12,25,25,12,12,25,25
1,6778,Razonamiento Verbal,RV,Operativo,C,11,11,26,26,11,11,26,26,11,11,26,26,11,11,26,26,11,11,26,26
1,7481,Razonamiento Verbal,RV,Operativo,D,10,10,27,27,10,10,27,27,10,10,27,27,10,10,27,27,10,10,27,27
1,6352,Razonamiento Verbal,RV,Operativo,B,9,9,28,28,9,9,28,28,9,9,28,28,9,9,28,28,9,9,28,28
1,6563,Razonamiento Verbal,RV,Operativo,B,8,8,29,29,8,8,29,29,8,8,29,29,8,8,29,29,8,8,29,29
1,6344,Razonamiento Verbal,RV,Operativo,D,7,7,30,30,7,7,30,30,7,7,30,30,7,7,30,30,7,7,30,30
1,6343,Razonamiento Verbal,RV,Operativo,A,6,6,31,31,6,6,31,31,6,6,31,31,6,6,31,31,6,6,31,31
1,7459,Razonamiento Verbal,RV,Operativo,B,5,5,32,32,5,5,32,32,5,5,32,32,5,5,32,32,5,5,32,32
1,6767,Razonamiento Verbal,RV,Operativo,D,4,4,33,33,4,4,33,33,4,4,33,33,4,4,33,33,4,4,33,33
1,6453,Razonamiento Verbal,RV,Operativo,C,3,3,34,34,3,3,34,34,3,3,34,34,3,3,34,34,3,3,34,34
1,6801,Razonamiento Verbal,RV,Operativo,D,2,2,35,35,2,2,35,35,2,2,35,35,2,2,35,35,2,2,35,35
1,7473,Razonamiento Verbal,RV,Operativo,C,1,1,36,36,1,1,36,36,1,1,36,36,1,1,36,36,1,1,36,36
1,7161,Razonamiento Verbal,RV,Piloto,C,,,,,,,,,,,,,,,,,,,,37
1,7558,Razonamiento Verbal,RV,Piloto,C,,,,,,,,,,,,,,,,,,,,38
1,7613,Razonamiento Verbal,RV,Piloto,A,,,,,,,,,,,,,,,,,,,,39
1,7064,Razonamiento Verbal,RV,Piloto,B,,,,,,,,,,,,,,,,,,,,40
1,6677,Razonamiento Numerico,RN,Operativo,D,76,76,41,41,76,76,41,41,76,76,41,41,76,76,41,41,76,76,41,41
1,6658,Razonamiento Numerico,RN,Operativo,A,75,75,42,42,75,75,42,42,75,75,42,42,75,75,42,42,75,75,42,42
1,6646,Razonamiento Numerico,RN,Operativo,C,74,74,43,43,74,74,43,43,74,74,43,43,74,74,43,43,74,74,43,43
1,6661,Razonamiento Numerico,RN,Operativo,D,73,73,44,44,73,73,44,44,73,73,44,44,73,73,44,44,73,73,44,44
1,6650,Razonamiento Numerico,RN,Operativo,A,72,72,45,45,72,72,45,45,72,72,45,45,72,72,45,45,72,72,45,45
1,6752,Razonamiento Numerico,RN,Operativo,B,71,71,46,46,71,71,46,46,71,71,46,46,71,71,46,46,71,71,46,46
1,6651,Razonamiento Numerico,RN,Operativo,C,70,70,47,47,70,70,47,47,70,70,47,47,70,70,47,47,70,70,47,47
1,6643,Razonamiento Numerico,RN,Operativo,B,69,69,48,48,69,69,48,48,69,69,48,48,69,69,48,48,69,69,48,48
1,6745,Razonamiento Numerico,RN,Operativo,A,68,68,49,49,68,68,49,49,68,68,49,49,68,68,49,49,68,68,49,49
1,6674,Razonamiento Numerico,RN,Operativo,D,67,67,50,50,67,67,50,50,67,67,50,50,67,67,50,50,67,67,50,50
1,6912,Razonamiento Numerico,RN,Operativo,C,66,66,51,51,66,66,51,51,66,66,51,51,66,66,51,51,66,66,51,51
1,6666,Razonamiento Numerico,RN,Operativo,A,65,65,52,52,65,65,52,52,65,65,52,52,65,65,52,52,65,65,52,52
1,6700,Razonamiento Numerico,RN,Operativo,B,64,64,53,53,64,64,53,53,64,64,53,53,64,64,53,53,64,64,53,53
1,6683,Razonamiento Numerico,RN,Operativo,C,63,63,54,54,63,63,54,54,63,63,54,54,63,63,54,54,63,63,54,54
1,6708,Razonamiento Numerico,RN,Operativo,C,62,62,55,55,62,62,55,55,62,62,55,55,62,62,55,55,62,62,55,55
1,6925,Razonamiento Numerico,RN,Operativo,C,61,61,56,56,61,61,56,56,61,61,56,56,61,61,56,56,61,61,56,56
1,6726,Razonamiento Numerico,RN,Operativo,D,60,60,57,57,60,60,57,57,60,60,57,57,60,60,57,57,60,60,57,57
1,7457,Razonamiento Numerico,RN,Operativo,D,59,59,58,58,59,59,58,58,59,59,58,58,59,59,58,58,59,59,58,58
1,7496,Razonamiento Numerico,RN,Operativo,A,58,58,59,59,58,58,59,59,58,58,59,59,58,58,59,59,58,58,59,59
1,6782,Razonamiento Numerico,RN,Operativo,B,57,57,60,60,57,57,60,60,57,57,60,60,57,57,60,60,57,57,60,60
1,6703,Razonamiento Numerico,RN,Operativo,C,56,56,61,61,56,56,61,61,56,56,61,61,56,56,61,61,56,56,61,61
1,7476,Razonamiento Numerico,RN,Operativo,B,55,55,62,62,55,55,62,62,55,55,62,62,55,55,62,62,55,55,62,62
1,6774,Razonamiento Numerico,RN,Operativo,C,54,54,63,63,54,54,63,63,54,54,63,63,54,54,63,63,54,54,63,63
1,6798,Razonamiento Numerico,RN,Operativo,B,53,53,64,64,53,53,64,64,53,53,64,64,53,53,64,64,53,53,64,64
1,7467,Razonamiento Numerico,RN,Operativo,C,52,52,65,65,52,52,65,65,52,52,65,65,52,52,65,65,52,52,65,65
1,6792,Razonamiento Numerico,RN,Operativo,A,51,51,66,66,51,51,66,66,51,51,66,66,51,51,66,66,51,51,66,66
1,6759,Razonamiento Numerico,RN,Operativo,D,,50,,67,,50,,67,,50,,67,,50,,67,,50,,67
1,7493,Razonamiento Numerico,RN,Operativo,C,50,49,67,68,50,49,67,68,50,49,67,68,50,49,67,68,50,49,67,68
1,6972,Razonamiento Numerico,RN,Operativo,B,48,48,69,69,48,48,69,69,48,48,69,69,48,48,69,69,48,48,69,69
1,6789,Razonamiento Numerico,RN,Operativo,B,47,47,70,70,47,47,70,70,47,47,70,70,47,47,70,70,47,47,70,70
1,6948,Razonamiento Numerico,RN,Operativo,C,46,46,71,71,46,46,71,71,46,46,71,71,46,46,71,71,46,46,71,71
1,6351,Razonamiento Numerico,RN,Operativo,A,44,45,73,72,44,45,73,72,44,45,73,72,44,45,73,72,44,45,73,72
1,6966,Razonamiento Numerico,RN,Operativo,B,,44,,73,,44,,73,,44,,73,,44,,73,,44,,73
1,6983,Razonamiento Numerico,RN,Operativo,C,,43,,74,,43,,74,,43,,74,,43,,74,,43,,74
1,7460,Razonamiento Numerico,RN,Operativo,D,42,42,75,75,42,42,75,75,42,42,75,75,42,42,75,75,42,42,75,75
1,6747,Razonamiento Numerico,RN,Operativo,A,41,41,76,76,41,41,76,76,41,41,76,76,41,41,76,76,41,41,76,76
1,7268,Razonamiento Numerico,RN,Piloto,C,,,,,,,,,,,,,,,,,,,,77
1,7509,Razonamiento Numerico,RN,Piloto,D,,,,,,,,,,,,,,,,,,,,78
1,7403,Razonamiento Numerico,RN,Piloto,A,,,,,,,,,,,,,,,,,,,,79
1,7331,Razonamiento Numerico,RN,Piloto,B,,,,,,,,,,,,,,,,,,,,80
1,6730,Razonamiento Analitico,RA,Operativo,D,116,116,81,81,116,116,81,81,116,116,81,81,116,116,81,81,116,116,81,81
1,6806,Razonamiento Analitico,RA,Operativo,C,115,115,82,82,115,115,82,82,115,115,82,82,115,115,82,82,115,115,82,82
1,7477,Razonamiento Analitico,RA,Operativo,C,114,114,83,83,114,114,83,83,114,114,83,83,114,114,83,83,114,114,83,83
1,6731,Razonamiento Analitico,RA,Operativo,C,113,113,84,84,113,113,84,84,113,113,84,84,113,113,84,84,113,113,84,84
1,6775,Razonamiento Analitico,RA,Operativo,D,112,112,85,85,112,112,85,85,112,112,85,85,112,112,85,85,112,112,85,85
1,6750,Razonamiento Analitico,RA,Operativo,C,111,111,86,86,111,111,86,86,111,111,86,86,111,111,86,86,111,111,86,86
1,6735,Razonamiento Analitico,RA,Operativo,C,110,110,87,87,110,110,87,87,110,110,87,87,110,110,87,87,110,110,87,87
1,6751,Razonamiento Analitico,RA,Operativo,C,,109,,88,,109,,88,,109,,88,,109,,88,,109,,88
1,6743,Razonamiento Analitico,RA,Operativo,C,108,108,89,89,108,108,89,89,108,108,89,89,108,108,89,89,108,108,89,89
1,6927,Razonamiento Analitico,RA,Operativo,B,107,107,90,90,107,107,90,90,107,107,90,90,107,107,90,90,107,107,90,90
1,6702,Razonamiento Analitico,RA,Operativo,B,106,106,91,91,106,106,91,91,106,106,91,91,106,106,91,91,106,106,91,91
1,6748,Razonamiento Analitico,RA,Operativo,D,105,105,92,92,105,105,92,92,105,105,92,92,105,105,92,92,105,105,92,92
1,6719,Razonamiento Analitico,RA,Operativo,A,104,104,93,93,104,104,93,93,104,104,93,93,104,104,93,93,104,104,93,93
1,6732,Razonamiento Analitico,RA,Operativo,B,103,103,94,94,103,103,94,94,103,103,94,94,103,103,94,94,103,103,94,94
1,6740,Razonamiento Analitico,RA,Operativo,D,102,102,95,95,102,102,95,95,102,102,95,95,102,102,95,95,102,102,95,95
1,6716,Razonamiento Analitico,RA,Operativo,B,101,101,96,96,101,101,96,96,101,101,96,96,101,101,96,96,101,101,96,96
1,6803,Razonamiento Analitico,RA,Operativo,B,100,100,97,97,100,100,97,97,100,100,97,97,100,100,97,97,100,100,97,97
1,6656,Razonamiento Analitico,RA,Operativo,A,99,99,98,98,99,99,98,98,99,99,98,98,99,99,98,98,99,99,98,98
1,7470,Razonamiento Analitico,RA,Operativo,A,98,98,99,99,98,98,99,99,98,98,99,99,98,98,99,99,98,98,99,99
1,6669,Razonamiento Analitico,RA,Operativo,C,97,97,100,100,97,97,100,100,97,97,100,100,97,97,100,100,97,97,100,100
1,7478,Razonamiento Analitico,RA,Operativo,B,,96,,101,,96,,101,,96,,101,,96,,101,,96,,101
1,6704,Razonamiento Analitico,RA,Operativo,C,95,95,102,102,95,95,102,102,95,95,102,102,95,95,102,102,95,95,102,102
1,6773,Razonamiento Analitico,RA,Operativo,B,94,94,103,103,94,94,103,103,94,94,103,103,94,94,103,103,94,94,103,103
1,6800,Razonamiento Analitico,RA,Operativo,A,,93,,104,,93,,104,,93,,104,,93,,104,,93,,104
1,6689,Razonamiento Analitico,RA,Operativo,B,92,92,105,105,92,92,105,105,92,92,105,105,92,92,105,105,92,92,105,105
1,6785,Razonamiento Analitico,RA,Operativo,A,91,91,106,106,91,91,106,106,91,91,106,106,91,91,106,106,91,91,106,106
1,6766,Razonamiento Analitico,RA,Operativo,D,90,90,107,107,90,90,107,107,90,90,107,107,90,90,107,107,90,90,107,107
1,6764,Razonamiento Analitico,RA,Operativo,A,89,89,108,108,89,89,108,108,89,89,108,108,89,89,108,108,89,89,108,108
1,6710,Razonamiento Analitico,RA,Operativo,D,88,88,109,109,88,88,109,109,88,88,109,109,88,88,109,109,88,88,109,109
1,6694,Razonamiento Analitico,RA,Operativo,D,87,87,110,110,87,87,110,110,87,87,110,110,87,87,110,110,87,87,110,110
1,6691,Razonamiento Analitico,RA,Operativo,D,86,86,111,111,86,86,111,111,86,86,111,111,86,86,111,111,86,86,111,111
1,6790,Razonamiento Analitico,RA,Operativo,A,85,85,112,112,85,85,112,112,85,85,112,112,85,85,112,112,85,85,112,112
1,6734,Razonamiento Analitico,RA,Operativo,A,84,84,113,113,84,84,113,113,84,84,113,113,84,84,113,113,84,84,113,113
1,6727,Razonamiento Analitico,RA,Operativo,C,83,83,114,114,83,83,114,114,83,83,114,114,83,83,114,114,83,83,114,114
1,6684,Razonamiento Analitico,RA,Operativo,A,82,82,115,115,82,82,115,115,82,82,115,115,82,82,115,115,82,82,115,115
1,6682,Razonamiento Analitico,RA,Operativo,A,81,81,116,116,81,81,116,116,81,81,116,116,81,81,116,116,81,81,116,116
1,7103,Razonamiento Analitico,RA,Piloto,D,,,,,,,,,,,,,,,,,,,,117
1,7249,Razonamiento Analitico,RA,Piloto,D,,,,,,,,,,,,,,,,,,,,118
1,7255,Razonamiento Analitico,RA,Piloto,B,,,,,,,,,,,,,,,,,,,,119
1,7137,Razonamiento Analitico,RA,Piloto,C,,,,,,,,,,,,,,,,,,,,120
1,6770,Razonamiento Verbal,RV,Operativo,B,26,,11,,26,,11,,26,,11,,26,,11,,26,,11,
1,6755,Razonamiento Verbal,RV,Operativo,A,18,,19,,18,,19,,18,,19,,18,,19,,18,,19,
1,7471,Razonamiento Verbal,RV,Operativo,C,13,,24,,13,,24,,13,,24,,13,,24,,13,,24,
1,7157,Razonamiento Verbal,RV,Piloto,D,,,,,,,,,,,,,,,,,,,37,
1,7179,Razonamiento Verbal,RV,Piloto,B,,,,,,,,,,,,,,,,,,,38,
1,7610,Razonamiento Verbal,RV,Piloto,D,,,,,,,,,,,,,,,,,,,39,
1,7550,Razonamiento Verbal,RV,Piloto,D,,,,,,,,,,,,,,,,,,,40,
1,6714,Razonamiento Numerico,RN,Operativo,B,49,,68,,49,,68,,49,,68,,49,,68,,49,,68,
1,6802,Razonamiento Numerico,RN,Operativo,A,45,,72,,45,,72,,45,,72,,45,,72,,45,,72,
1,6746,Razonamiento Numerico,RN,Operativo,C,43,,74,,43,,74,,43,,74,,43,,74,,43,,74,
1,7264,Razonamiento Numerico,RN,Piloto,C,,,,,,,,,,,,,,,,,,,77,
1,7505,Razonamiento Numerico,RN,Piloto,A,,,,,,,,,,,,,,,,,,,78,
1,7342,Razonamiento Numerico,RN,Piloto,D,,,,,,,,,,,,,,,,,,,79,
1,7578,Razonamiento Numerico,RN,Piloto,A,,,,,,,,,,,,,,,,,,,80,
1,6738,Razonamiento Analitico,RA,Operativo,A,109,,88,,109,,88,,109,,88,,109,,88,,109,,88,
1,6728,Razonamiento Analitico,RA,Operativo,A,96,,101,,96,,101,,96,,101,,96,,101,,96,,101,
1,6736,Razonamiento Analitico,RA,Operativo,D,93,,104,,93,,104,,93,,104,,93,,104,,93,,104,
1,7076,Razonamiento Analitico,RA,Piloto,B,,,,,,,,,,,,,,,,,,,117,
1,7221,Razonamiento Analitico,RA,Piloto,A,,,,,,,,,,,,,,,,,,,118,
1,7213,Razonamiento Analitico,RA,Piloto,B,,,,,,,,,,,,,,,,,,,119,
1,7109,Razonamiento Analitico,RA,Piloto,D,,,,,,,,,,,,,,,,,,,120,
1,7155,Razonamiento Verbal,RV,Piloto,B,,,,,,,,,,,,,,,,,,37,,
